SIGLA ICAO AERÓDROMO;SIGLA IATA AERÓDROMO;NOME AERÓDROMO;MUNICÍPIO AERÓDROMO;ESTADO AERÓDROMO;PAÍS AERÓDROMO;AERONAVE CRÍTICA;LATITUDE;LONGITUDE
LIMZ;CUF;CUNEO LEVALDIGI AIRPORT;CUNEO;;ITÁLIA;N/I;44,546944;7,623056
LIPA;AVB;AVIANO AIR BASE;AVIANO, PORDENONE;;ITÁLIA;N/I;46,031389;12,596944
LIPE;BLQ;BOLOGNA AIRPORT (GUGLIELMO MARCONI AIRPORT);BOLOGNA;;ITÁLIA;N/I;44,535444;11,288667
LIPH;TSF;TREVISO AIRPORT (SANT´ANGELO AIRPORT);TREVISO;;ITÁLIA;N/I;45,650833;12,197778
LIPK;FRL;FORLÌ AIRPORT (L. RIDOLFI AIRPORT);FORLÌ;;ITÁLIA;N/I;44,195556;12,069722
LIPO;VBS;BRESCIA AIRPORT GABRIELE D ANNUNZIO;MONTICHIARI;;ITÁLIA;N/I;45,4286111111111;10,3313888888889
LIPQ;TRS;FRIULI VENEZIA GIULIA AIRPORT (TRIESTE RONCHI DEI LEGIONARI AIRPORT);RONCHI DEI LEGIONARI/TRIESTE;;ITÁLIA;N/I;45,8275;13,472222
LIPR;RMI;FEDERICO FELLINI INTERNATIONAL AIRPORT;RIMINI;;ITÁLIA;N/I;44,019444;12,609444
LIPT;VIC;VICENZA AIRPORT;VICENZA;;ITÁLIA;N/I;45,573333;11,529722
LIPX;VRN;VERONA AIRPORT;VERONA;;ITÁLIA;N/I;45,396389;10,888056
LIPY;AOI;FALCONARA AIRPORT (RAFFAELLO SANZIO AIRPORT);ANCONA;;ITÁLIA;N/I;43,616342;13,362319
LIPZ;VCE;MARCO POLO INTERNATIONAL AIRPORT (MARCO POLO VENICE AIRPORT);VENICE (VENEZIA);;ITÁLIA;N/I;45,505278;12,351944
LIQS;SAY;SIENA AIRPORT;SIENA;;ITÁLIA;N/I;43,256389;11,255
LIRA;CIA;CIAMPINO AIRPORT (GIOVAN BATTISTA PASTINE AIRPORT);ROME;;ITÁLIA;N/I;41,799444;12,597222
LIRF;FCO;LEONARDO DA VINCI INTERNATIONAL AIRPORT (FIUMICINO INTERNATIONAL AIRPORT);ROME;;ITÁLIA;N/I;41,800278;12,238889
LIRI;QSR;SALERNO COSTA D´AMALFI AIRPORT;SALERNO;;ITÁLIA;N/I;40,62;14,9125
LIRJ;EBA;MARINA DI CAMPO AIRPORT;MARINA DI CAMPO, ELBA;;ITÁLIA;N/I;42,760278;10,239444
LIRL;QLT;LATINA AIRPORT (MILITARY);LATINA;;ITÁLIA;N/I;41,542222;12,908889
LIRN;NAP;NAPLES INTERNATIONAL AIRPORT (CAPODICHINO AIRPORT);NAPLES;;ITÁLIA;N/I;40,884444;14,290833
LIRP;PSA;GALILEO GALILEI AIRPORT (PISA INTERNATIONAL AIRPORT);PISA;;ITÁLIA;N/I;43,683889;10,3925
LIRQ;FLR;AMERIGO VESPUCCI AIRPORT (FLORENCE AIRPORT);FLORENCE (FIRENZE);;ITÁLIA;N/I;43,81;11,203889
LIRS;GRS;GROSSETO AIRPORT;GROSSETO;;ITÁLIA;N/I;42,759722;11,071667
LIRZ;PEG;SAN EGIDIO AIRPORT;PERUGIA;;ITÁLIA;N/I;43,095833;12,513056
LJLJ;LJU;LJUBLJANA JOŽE PUČNIK AIRPORT (BRNIK AIRPORT);LJUBLJANA;;ESLOVÊNIA;N/I;46,224444;14,456111
LJMB;MBX;MARIBOR EDVARD RUSJAN AIRPORT;MARIBOR;;ESLOVÊNIA;N/I;46,479722;15,686111
LJPZ;POW;PORTOROŽ AIRPORT;PORTOROŽ;;ESLOVÊNIA;N/I;45,473353;13,614978
LKHO;GTW;HOLEŠOV AIRPORT;HOLEŠOV;;REPÚBLICA TCHECA;N/I;50,066111;12,411389
LKKU;UHE;KUNOVICE AIRPORT;KUNOVICE;;REPÚBLICA TCHECA;N/I;49,029444;17,439722
LKKV;KLV;KARLOVY VARY AIRPORT;KARLOVY VARY;;REPÚBLICA TCHECA;N/I;50,203056;12,915
LKMR;MKA;MARIÁNSKÉ LÁZNĚ AIRPORT;MARIÁNSKÉ LÁZNĚ;;REPÚBLICA TCHECA;N/I;49,923333;12,726667
LKMT;OSR;OSTRAVA-MOŠNOV INTERNATIONAL AIRPORT;OSTRAVA;;REPÚBLICA TCHECA;N/I;49,696111;18,110833
LKPD;PED;PARDUBICE AIRPORT;PARDUBICE;;REPÚBLICA TCHECA;N/I;50,013333;15,738611
LKPR;PRG;PRAGUE VÁCLAV HAVEL AIRPORT;PRAGUE;;REPÚBLICA TCHECA;N/I;50,100833;14,26
LKTB;BRQ;BRNO-TUŘANY AIRPORT;BRNO;;REPÚBLICA TCHECA;N/I;49,151389;16,694444
LKVO;VOD;VODOCHODY AIRPORT;VODOCHODY;;REPÚBLICA TCHECA;N/I;50,216389;14,395
LLBG;TLV;BEN GURION INTERNATIONAL AIRPORT;LOD/TEL AVIV;;ISRAEL;N/I;32,009444;34,882778
LLBS;BEV;BE´ER SHEVA AIRPORT (TEYMAN AIRPORT);BEERSHEBA (BE´ER SHEVA);;ISRAEL;N/I;31,286944;34,722778
LLET;ETH;EILAT AIRPORT (J. HOZMAN AIRPORT);EILAT;;ISRAEL;N/I;29,558333;34,958889
LLEY;EIY;EIN YAHAV AIRFIELD;EIN YAHAV (EYN-YAHAV);;ISRAEL;N/I;30,621497;35,203156
LLHA;HFA;HAIFA INTERNATIONAL AIRPORT (U. MICHAELI AIRPORT);HAIFA;;ISRAEL;N/I;32,809444;35,043056
LLIB;RPN;ROSH PINA AIRPORT (BEN YA´AQOV AIRPORT);ROSH-PINA;;ISRAEL;N/I;32,981047;35,571908
LLKS;KSW;QIRYAT SHEMONA AIRPORT;QIRYAT SHEMONA (KIRYAT-SHMONA);;ISRAEL;N/I;33,216667;35,596667
LLMR;MIP;MITZPE RAMON AIRFIELD;MITZPE RAMON;;ISRAEL;N/I;30,652222;34,806667
LLMZ;MTZ;BAR YEHUDA AIRFIELD;MASADA;;ISRAEL;N/I;31,328169;35,388608
LLNV;VTM;NEVATIM ISRAELI AIR FORCE BASE;NEVATIM;;ISRAEL;N/I;31,208347;35,0123
LLOV;VDA;OVDA INTERNATIONAL AIRPORT;NEGEV;;ISRAEL;N/I;29,940278;34,935833
LLSD;SDV;SDE DOV AIRPORT (DOV HOZ AIRPORT);TEL AVIV;;ISRAEL;N/I;32,110831;4,779447
LLYT;YOT;YOTVATA AIRFIELD;YOTVATA;;ISRAEL;N/I;29,901111;35,0675
LMMG;GZM;XEWKIJA HELIPORT (GOZO HELIPORT);GOZO;;MALTA;N/I;36,027222;14,271944
LMML;MLA;MALTA INTERNATIONAL AIRPORT (LUQA AIRPORT);LUQA;;MALTA;N/I;35,8575;14,4775
LNMC;MCM;MONACO HELIPORT;MONTE CARLO;;MÔNACO;N/I;43,726389;7,420556
LOWG;GRZ;GRAZ AIRPORT (THALERHOF AIRPORT);GRAZ, STYRIA;;ÁUSTRIA;N/I;46,993056;15,439167
LOWI;INN;INNSBRUCK AIRPORT (KRANEBITTEN AIRPORT);INNSBRUCK, TYROL;;ÁUSTRIA;N/I;47,260278;11,343889
LOWK;KLU;KLAGENFURT AIRPORT (WOERTHERSEE AIRPORT);KLAGENFURT, CARINTHIA;;ÁUSTRIA;N/I;46,642778;14,337222
LOWL;LNZ;LINZ AIRPORT (BLUE DANUBE AIRPORT);LINZ, UPPER AUSTRIA;;ÁUSTRIA;N/I;48,233333;14,1875
LOWS;SZG;SALZBURG AIRPORT (W. A. MOZART AIRPORT);SALZBURG, SALZBURG;;ÁUSTRIA;N/I;47,794444;13,003333
LOWW;VIE;WIEN/SCHWECHAT ;WIEN/SCHWECHAT;;ÁUSTRIA;N/I;48,1102777777778;16,5697222222222
LPAZ;SMA;SANTA MARIA AIRPORT;SANTA MARIA ISLAND / VILA DO PORTO;;PORTUGAL;N/I;36,973889;-25,171111
LPBG;BGC;BRAGANÇA AIRPORT;BRAGANÇA;;PORTUGAL;N/I;41,856667;-6,7075
LPBJ;BYJ;BEJA, ALENTEJO;BEJA, ALENTEJO;;PORTUGAL;N/I;38,078889;-7,9325
LPBR;BGZ;BRAGA AIRPORT;PALMEIRA, BRAGA;;PORTUGAL;N/I;41,586944;-8,445
LPCH;CHV;CHAVES AIRPORT;CHAVES;;PORTUGAL;N/I;41,722222;-7,463889
LPCO;CBP;COIMBRA AIRPORT (ANTANHOL/CERNACHE /COIMBRA) BISSAYA BARRETO AIRPORT;COIMBRA;;PORTUGAL;N/I;40,156111;-8,47
LPCR;CVU;CORVO AIRPORT;CORVO ISLAND/VILA DO CORVO;;PORTUGAL;N/I;39,670833;-31,112778
LPCS;CAT;AERÓDROMO MUNICIPAL DE CASCAIS;SÃO DOMINGOS DE RANA, CASCAIS, GREATER LISBON;;PORTUGAL;N/I;38,725556;-9,355278
LPFL;FLW;FLORES AIRPORT;FLORES ISLAND / SANTA CRUZ DAS FLORES;;PORTUGAL;N/I;39,458056;-31,132222
LPFR;FAO;FARO / MADEIRA AND ACORES  ;FARO / MADEIRA AND ACORES;;PORTUGAL;N/I;37,0144444444444;-7,96583333333333
LPGR;GRW;GRACIOSA AIRPORT;GRACIOSA ISLAND/SANTA CRUZ DA GRACIOSA;;PORTUGAL;N/I;39,0925;-28,028611
LPHR;HOR;HORTA AIRPORT;HORTA, FAIAL ISLAND;;PORTUGAL;N/I;38,52;-28,716389
LPLA;TER;LAJES AIR BASE INT.;TERCEIRA ISLAND/PRAIA DA VITORIA/ANGRA DO HEROÍSMO AREA;;PORTUGAL;N/I;38,761944;-27,090833
LPMA;FNC;MADEIRA AIRPORT INT. (FUNCHAL AIRPORT);FUNCHAL, MADEIRA ISLAND (SANTA CRUZ)/FUNCHAL AREA;;PORTUGAL;N/I;32,694167;-16,778056
LPPD;PDL;PONTA DELGADA JOÃO PAULO II AIRPORT,FORMERLYNORDELA INT.;PONTA DELGADA, SÃO MIGUEL ISLAND;;PORTUGAL;N/I;37,74111;-25,69778
LPPI;PIX;PICO AIRPORT;PICO ISLAND (MADALENA, SÃO ROQUE DO PICO, LAJES DO PICO);;PORTUGAL;N/I;38,554444;-28,441389
LPPM;PRM;PORTIMÃO AIRPORT;MONTES DE ALVOR/PENINA/ALVOR, PORTIMÃO, BARLAVENTO ALGARVIO;;PORTUGAL;N/I;37,1475;-8,579722
LPPR;OPO;PORTO;PORTO;;PORTUGAL;N/I;41,2480555555556;-8,68138888888889
LPPS;PXO;PORTO SANTO AIRPORT;PORTO SANTO ISLAND / VILA BALEIRA;;PORTUGAL;N/I;33,070833;-16,349722
LPPT;LIS;LISBOA;LISBOA;;PORTUGAL;N/I;38,7813888888889;-9,13583333333333
LPSJ;SJZ;SÃO JORGE AIRPORT;SÃO JORGE ISLAND /VELAS;;PORTUGAL;N/I;38,665278;-28,174722
LPVR;VRL;VILA REAL AIRPORT;VILA REAL / ALTO DOURO;;PORTUGAL;N/I;41,2775;-7,719722
LPVZ;VSE;VISEU AIRPORT (GONÇALVES LOBATO AIRPORT);LORDOSA, VISEU (VISÉU);;PORTUGAL;N/I;40,727778;-7,889167
LQBK;BNX;BANJA LUKA INTERNATIONAL AIRPORT;BANJA LUKA;;BÓSNIA HERZEGÓVINA;N/I;44,941389;17,2975
LQMO;OMO;MOSTAR INTERNATIONAL AIRPORT;MOSTAR;;BÓSNIA HERZEGÓVINA;N/I;43,282778;17,845833
LQSA;SJJ;SARAJEVO INTERNATIONAL AIRPORT;SARAJEVO;;BÓSNIA HERZEGÓVINA;N/I;43,824722;18,331389
LQTZ;TZL;TUZLA INTERNATIONAL AIRPORT;TUZLA;;BÓSNIA HERZEGÓVINA;N/I;44,458611;18,724722
LRAR;ARW;ARAD INTERNATIONAL AIRPORT;ARAD;;ROMÊNIA;N/I;46,176667;21,261944
LRBC;BCM;BACĂU INTERNATIONAL AIRPORT;BACĂU;;ROMÊNIA;N/I;46,521944;26,910278
LRBM;BAY;BAIA MARE AIRPORT;BAIA MARE;;ROMÊNIA;N/I;47,658333;23,466389
LRBS;BBU;BUCHAREST "AUREL VLAICU" VLAICU INTERNATIONAL AIRPORT;BUCHAREST;;ROMÊNIA;N/I;44,503611;26,103611
LRCK;CND;CONSTANȚA "MIHAIL KOGĂLNICEANU" INTERNATIONAL AIRPORT;CONSTANȚA;;ROMÊNIA;N/I;44,362222;28,488333
LRCL;CLJ;CLUJ-NAPOCA INTERNATIONAL AIRPORT;CLUJ-NAPOCA;;ROMÊNIA;N/I;46,785;23,686111
LRCS;CSB;CARANSEBEȘ AIRPORT;REȘIȚA;;ROMÊNIA;N/I;45,420278;22,252222
LRCV;CRA;CRAIOVA AIRPORT;CRAIOVA;;ROMÊNIA;N/I;44,318056;23,888611
LRIA;IAS;IAȘI INTERNATIONAL AIRPORT;IAȘI;;ROMÊNIA;N/I;47,178889;27,62
LROD;OMR;ORADEA INTERNATIONAL AIRPORT;ORADEA;;ROMÊNIA;N/I;47,025278;21,9025
LROP;OTP;BUCHAREST "HENRI COANDǍ" INTERNATIONAL AIRPORT;BUCHAREST;;ROMÊNIA;N/I;44,571111;26,085
LRSB;SBZ;SBUSBU;SBUSBU;;ROMÊNIA;N/I;45,7855555555556;24,0913888888889
LRSM;SUJ;SATU MARE INTERNATIONAL AIRPORT;SATU MARE;;ROMÊNIA;N/I;47,703333;22,885556
LRSV;SCV;SUCEAVA AIRPORT;SUCEAVA;;ROMÊNIA;N/I;47,6875;26,354167
LRTC;TCE;TULCEA AIRPORT;TULCEA;;ROMÊNIA;N/I;45,062778;28,714444
LRTM;TGM;TÂRGU MUREȘ INTERNATIONAL AIRPORT;TÂRGU-MUREȘ;;ROMÊNIA;N/I;46,467778;24,4125
LRTR;TSR;TIMIȘOARA "TRAIAN VUIA" INTERNATIONAL AIRPORT;TIMIȘOARA;;ROMÊNIA;N/I;45,81;21,338056
LSGC;ZHV;LES EPLATURES AIRPORT;LA CHAUX-DE-FONDS;;SUÍÇA;N/I;47,083889;6,792778
LSGG;GVA;GENEVA COINTRIN INTERNATIONAL AIRPORT;GENEVA;;SUÍÇA;N/I;46,238333;6,109444
LSGL;QLS;LAUSANNE AIRPORT;LAUSANNE / BLÉCHERETTE;;SUÍÇA;N/I;46,545278;6,616667
LSGN;QNC;NEUCHÂTEL AIRPORT;NEUCHÂTEL;;SUÍÇA;N/I;46,957556;6,864907
LSGS;SIR;SION AIRPORT;SION (ICAO CODE APPLIES TO CIVILIAN AIRPORT);;SUÍÇA;N/I;46,219592;7,326764
LSME;EML;EMMEN AIR BASE;EMMEN (MILITARY);;SUÍÇA;N/I;47,092222;8,304444
LSZA;LUG;LUGANO AIRPORT;LUGANO / AGNO;;SUÍÇA;N/I;46,003611;8,910278
LSZB;BRN;BERNE AIRPORT;BERNE/BELP;;SUÍÇA;N/I;46,912222;7,499167
LSZC;BXO;BUOCHS AIRPORT;BUOCHS;;SUÍÇA;N/I;46,974444;8,396944
LSZG;ZHI;GRENCHEN AIRPORT;GRENCHEN;;SUÍÇA;N/I;47,181389;7,416944
LSZH;ZRH;ZÜRICH AIRPORT (KLOTEN AIRPORT);ZÜRICH/KLOTEN;;SUÍÇA;N/I;47,464722;8,549167
LSZL;ZJI;LOCARNO AIRPORT;LOCARNO;;SUÍÇA;N/I;46,1653;8,8778
LSZM;MLH;EUROAIRPORT BASEL-MULHOUSE-FREIBURG;BASILEIA;;SUÍÇA;1A;47,59;7,52916666666667
LSZR;ACH;AEROPORTO ST. GALLEN-ALTENRHEIN;ALTENRHEIN;;SUÍÇA;N/I;47,4852777777778;9,56111111111111
LSZS;SMV;SAMEDAN AIRPORT (ENGADIN AIRPORT);SAMEDAN;;SUÍÇA;N/I;46,533889;9,883889
LTAC;ESB;ESENBOĞA INTERNATIONAL AIRPORT;ANKARA;;TURQUIA;N/I;40,128056;32,995
LTAD;ANK;ETIMESGUT AIR BASE;ANKARA;;TURQUIA;N/I;39,949831;32,688622
LTAF;ADA;ADANA ŞAKIRPAŞA AIRPORT;ADANA;;TURQUIA;N/I;36,981944;35,280278
LTAG;UAB;INCIRLIK AIR BASE;ADANA;;TURQUIA;N/I;37,001944;35,425833
LTAH;AFY;AFYON AIRPORT;AFYONKARAHISAR;;TURQUIA;N/I;38,726389;30,601111
LTAI;AYT;ANTALYA AIRPORT;ANTALYA;;TURQUIA;N/I;36,900278;30,792778
LTAJ;GZT;OĞUZELI AIRPORT;GAZIANTEP;;TURQUIA;N/I;36,947778;37,478889
LTAL;KFS;KASTAMONU AIRPORT;KASTAMONU;;TURQUIA;N/I;41,316944;33,796111
LTAN;KYA;KONYA AIRPORT;KONYA;;TURQUIA;N/I;37,979;32,561861
LTAP;MZH;AMASYA MERZIFON AIRPORT;MERZIFON, AMASYA;;TURQUIA;N/I;40,829167;35,521944
LTAR;VAS;SIVAS AIRPORT;SIVAS;;TURQUIA;N/I;39,766667;37,016667
LTAS;ONQ;ZONGULDAK AIRPORT;ZONGULDAK;;TURQUIA;N/I;41,506389;32,088611
LTAT;MLX;MALATYA ERHAÇ AIRPORT;MALATYA;;TURQUIA;N/I;38,435278;38,090833
LTAU;ASR;ERKILET INTERNATIONAL AIRPORT;KAYSERI;;TURQUIA;N/I;38,770278;35,495278
LTAW;TJK;TOKAT AIRPORT;TOKAT;;TURQUIA;N/I;40,311667;36,373611
LTAY;DNZ;DENIZLI ÇARDAK AIRPORT;DENIZLI;;TURQUIA;N/I;37,785556;29,701111
LTAZ;NAV;NEVŞEHIR KAPADOKYA AIRPORT;NEVŞEHIR;;TURQUIA;N/I;38,768889;34,526389
LTBA;ISL;ATATÜRK INTERNATIONAL AIRPORT;ISTANBUL;;TURQUIA;N/I;40,976111;28,814167
LTBD;CII;AYDIN AIRPORT;AYDIN;;TURQUIA;N/I;37,815;27,889167
LTBF;BZI;BALIKESIR AIRPORT;BALIKESIR;;TURQUIA;N/I;39,619167;27,925833
LTBG;BDM;BANDIRMA AIRPORT;BANDIRMA, BALIKESIR;;TURQUIA;N/I;40,317778;27,9775
LTBH;CKZ;ÇANAKKALE AIRPORT;ÇANAKKALE;;TURQUIA;N/I;40,137722;26,426778
LTBI;ESK;ESKIŞEHIR AIRPORT;ESKIŞEHIR;;TURQUIA;N/I;39,783889;30,581944
LTBJ;ADB;ADNAN MENDERES AIRPORT;İZMIR;;TURQUIA;N/I;38,289167;27,155
LTBL;IGL;ÇIĞLI AIRPORT;İZMIR;;TURQUIA;N/I;38,512778;27,01
LTBO;USQ;UŞAK AIRPORT;UŞAK;;TURQUIA;N/I;38,6796;29,4816
LTBQ;KCO;CENGIZ TOPEL NAVAL AIR STATION;KOCAELI;;TURQUIA;N/I;40,735028;30,083336
LTBR;YEI;YENIŞEHIR AIRPORT;BURSA;;TURQUIA;N/I;40,255;29,5625
LTBS;DLM;DALAMAN AIRPORT;DALAMAN, MUĞLA;;TURQUIA;N/I;36,714722;28,792778
LTBU;TEQ;TEKIRDAĞ ÇORLU AIRPORT;ÇORLU, TEKIRDAĞ;;TURQUIA;N/I;41,138333;27,919167
LTBV;BXN;BODRUM-IMSIK AIRPORT;BODRUM;;TURQUIA;N/I;37,140278;27,669722
LTBY;AOE;ANADOLU AIRPORT;ESKIŞEHIR;;TURQUIA;N/I;39,81;30,519444
LTBZ;KZR;ZAFER AIRPORT;KÜTAHYA;;TURQUIA;N/I;39,111389;30,13
LTCA;EZS;ELAZIĞ AIRPORT;ELAZIĞ;;TURQUIA;N/I;38,606667;39,291389
LTCB;OGU;ORDU-GIRESUN AIRPORT;ORDU;;TURQUIA;N/I;40,966667;38,066667
LTCC;DIY;DIYARBAKIR AIRPORT;DIYARBAKIR;;TURQUIA;N/I;37,893889;40,200833
LTCD;ERC;ERZINCAN AIRPORT;ERZINCAN;;TURQUIA;N/I;39,71;39,526944
LTCE;ERZ;ERZURUM AIRPORT;ERZURUM;;TURQUIA;N/I;39,955278;41,169167
LTCF;KSY;KARS AIRPORT;KARS;;TURQUIA;N/I;40,562222;43,115003
LTCG;TZX;TRABZON AIRPORT;TRABZON;;TURQUIA;N/I;40,9951;39,7897
LTCI;VAN;VAN FERIT MELEN AIRPORT;VAN;;TURQUIA;N/I;38,468333;43,332222
LTCJ;BAL;BATMAN AIRPORT;BATMAN;;TURQUIA;N/I;37,932222;41,116389
LTCK;MSR;MUŞ AIRPORT;MUŞ;;TURQUIA;N/I;38,744722;41,653889
LTCL;SXZ;SIIRT AIRPORT;SIIRT;;TURQUIA;N/I;37,978056;41,839167
LTCM;NOP;SINOP AIRPORT;SINOP;;TURQUIA;N/I;42,015833;35,066389
LTCN;KCM;KAHRAMANMARAŞ AIRPORT;KAHRAMANMARAŞ;;TURQUIA;N/I;37,538889;36,953333
LTCO;AJI;AĞRI AIRPORT;AĞRI;;TURQUIA;N/I;39,654444;43,027222
LTCP;ADF;ADIYAMAN AIRPORT;ADIYAMAN;;TURQUIA;N/I;37,731667;38,468889
LTCR;MQM;MARDIN AIRPORT;MARDIN;;TURQUIA;N/I;37,2233;40,6317
LTCS;GNY;ŞANLIURFA GAP AIRPORT;ŞANLIURFA;;TURQUIA;N/I;37,45;38,9
LTCU;BGG;BINGÖL AIRPORT;BINGÖL;;TURQUIA;N/I;38,861111;40,5925
LTCV;NKT;ŞIRNAK AIRPORT;CIZRE;;TURQUIA;N/I;37,363889;42,06
LTDA;HTY;HATAY AIRPORT;ANTAKYA, HATAY;;TURQUIA;N/I;36,362778;36,282222
LTFC;ISE;ISPARTA SÜLEYMAN DEMIREL AIRPORT;ISPARTA;;TURQUIA;N/I;37,865;30,381944
LTFD;EDO;EDREMIT KÖRFEZ AIRPORT;EDREMIT, BALIKESIR;;TURQUIA;N/I;39,554444;27,013611
LTFE;BJV;MILAS-BODRUM AIRPORT;MILAS, MUĞLA;;TURQUIA;N/I;37,250556;27,664167
LTFG;GZP;ANTALYA GAZIPAŞA AIRPORT;GAZIPAŞA, ANTALYA;;TURQUIA;N/I;36,299;32,3
LTFH;SZF;SAMSUN-ÇARŞAMBA AIRPORT;SAMSUN;;TURQUIA;N/I;41,265556;36,548611
LTFJ;SAW;SABIHA GÖKÇEN INTERNATIONAL AIRPORT;ISTANBUL;;TURQUIA;N/I;40,898333;29,309167
LTFK;GKD;GÖKÇEADA AIRPORT;GÖKÇEADA, ÇANAKKALE;;TURQUIA;N/I;40,201111;25,882222
LTFM;IST;ISTANBUL AIRPORT;ISTANBUL;;TURQUIA;N/I;41,275278;28,751944
LUBL;BZY;BĂLŢI AIRPORT;BĂLŢI;;MOLDÁVIA;N/I;47,843056;27,777222
LUKK;KIV;CHIŞINĂU INTERNATIONAL AIRPORT;CHIŞINĂU;;MOLDÁVIA;N/I;46,927778;28,930833
LWOH;OHD;OHRID AIRPORT;OHRID;;REPÚBLICA DA MACEDÔNIA;N/I;41,18;20,742222
LWSK;SKP;SKOPJE AIRPORT;SKOPJE;;REPÚBLICA DA MACEDÔNIA;N/I;41,961111;21,626944
LXGB;GIB;GIBRALTAR AIRPORT;GIBRALTAR;;GIBRALTAR;N/I;36,151111;-5,349722
LYBE;BEG;BELGRADE NIKOLA TESLA INTERNATIONAL AIRPORT;BELGRADE;;SÉRVIA;N/I;44,819444;20,306944
LYBJ;LJB;LISIČJI JARAK AIRPORT;PADINSKA SKELA/BELGRADE;;SÉRVIA;N/I;44,936958;20,442556
LYBR;IVG;BERANE AIRPORT;BERANE, MONTENEGRO;;MONTENEGRO;N/I;42,839028;19,862028
LYBT;BJY;BATAJNICA AIRPORT;BATAJNICA/BELGRADE;;SÉRVIA;N/I;44,935278;20,2575
LYNI;INI;NIŠ CONSTANTINE THE GREAT INTERNATIONAL AIRPORT;NIŠ;;SÉRVIA;N/I;43,337222;21,853611
LYNS;QND;NOVI SAD-ČENEJ AIRPORT;NOVI SAD;;SÉRVIA;N/I;45,385742;19,833892
LYPG;TGD;PODGORICA AIRPORT;PODGORICA, MONTENEGRO;;MONTENEGRO;N/I;42,359444;19,251944
LYTV;TIV;TIVAT AIRPORT;TIVAT, MONTENEGRO;;MONTENEGRO;N/I;42,404722;18,723333
LYUZ;UZC;UŽICE-PONIKVE AIRPORT;UŽICE;;SÉRVIA;N/I;43,898886;19,697683
LZIB;BTS;MILAN RASTISLAV ŠTEFÁNIK AIRPORT (BRATISLAVA AIRPORT);BRATISLAVA;;ESLOVÁQUIA;N/I;48,17;17,212778
LZKZ;KSC;KOŠICE INTERNATIONAL AIRPORT;KOŠICE;;ESLOVÁQUIA;N/I;48,663056;21,241111
LZPP;PZY;PIEŠŤANY AIRPORT;PIEŠŤANY;;ESLOVÁQUIA;N/I;48,625;17,828611
LZPW;POV;PREŠOV AIR BASE;PREŠOV;;ESLOVÁQUIA;N/I;49,029722;21,315556
LZSL;SLD;SLIAČ AIRPORT;SLIAČ;;ESLOVÁQUIA;N/I;48,638056;19,134167
LZTT;TAT;POPRAD-TATRY AIRPORT;POPRAD;;ESLOVÁQUIA;N/I;49,073611;20,241111
LZZI;ILZ;ŽILINA AIRPORT;ŽILINA;;ESLOVÁQUIA;N/I;49,231389;18,613333
MBPV;PLS;PROVIDENCIALES INTERNATIONAL AIRPORT;PROVIDENCIALES;;ILHAS TURCAS E CAICOS;N/I;21,77361;-72,26583
MDCY;AZS;SAMANÁ EL CATEY INTERNATIONAL AIRPORT;SAMANÁ;;REPÚBLICA DOMINICANA;N/I;19,26944;-69,73694
MDJB;JBQ;LA ISABELA INTERNATIONAL AIRPORT (DR. JOAQUÍN BALAGUER);SANTO DOMINGO;;REPÚBLICA DOMINICANA;N/I;18,57556;-69,98139
MDLR;LRM;LA ROMANA INTERNATIONAL AIRPORT;LA ROMANA;;REPÚBLICA DOMINICANA;N/I;18,45222;-68,91111
MDPC;PUJ;PUNTA CANA;PUNTA CANA;;REPÚBLICA DOMINICANA;N/I;18,5675;-68,3633333333333
MDPP;POP;GREGORIO LUPERÓN INTERNATIONAL AIRPORT;PUERTO PLATA;;REPÚBLICA DOMINICANA;N/I;19,75778;-70,57
MDSD;SDQ;SAO DOMINGO/DE LAS AMÉRICAS;SAO DOMINGO/DE LAS AMÉRICAS;;REPÚBLICA DOMINICANA;N/I;18,4297222222222;-69,6688888888889
MDST;STI;CIBAO INTERNATIONAL AIRPORT (SANTIAGO MUNICIPAL);SANTIAGO;;REPÚBLICA DOMINICANA;N/I;19,40583;-70,60444
MGGT;GUA;AEROPORTO INTERNACIONAL LA AURORA;GUATEMALA/LA AURORA;;GUATEMALA;N/I;14,5833333333333;-90,5275
MGSJ;GSJ;SAN JOSÉ AIRPORT;PUERTO SAN JOSÉ, ESCUINTLA;;GUATEMALA;N/I;13,936111;-90,835833
MHLM;SAP;RAMÓN VILLEDA MORALES INTERNATIONAL AIRPORT;LA MESA (NEAR SAN PEDRO SULA) (MHSP);;HONDURAS;1A;15,4528;-87,9236
MHSC;XPL;PALMEROLA AIR BASE (CORONEL ENRIQUE SOTO CANO AIR BASE);COMAYAGUA (MHPA/ENQ);;HONDURAS;N/I;14,38222;-87,62111
MHTG;TGU;TONCONTÍN INTERNATIONAL AIRPORT;TEGUCIGALPA;;HONDURAS;N/I;14,06167;-87,21694
MKJP;KIN;KINGSTON/NORMAN MANLEY INTL;KINGSTON/NORMAN MANLEY INTL;;JAMAICA;N/I;17,9355555555556;-76,7875
MKJS;MBJ;SANGSTER INTERNATIONAL AIRPORT;MONTEGO BAY;;JAMAICA;N/I;18,50361;-77,91333
MMAA;ACA;GENERAL JUAN N. ÁLVAREZ INTERNATIONAL AIRPORT;ACAPULCO/GEN.JUAN ALVAREZ;;MÉXICO;N/I;16,7569444444444;-99,7536111111111
